id,SalePrice
1461,105873.63571752119
1462,163330.29505334736
1463,175425.3374351787
1464,198162.12399502145
1465,207754.88952031836
1466,173967.73411437904
1467,179900.49482763652
1468,165963.957501363
1469,188020.73242832965
1470,119489.50506301783
1471,166048.19122080854
1472,91196.90359276894
1473,83427.17672056297
1474,148970.3144800025
1475,114474.71876602969
1476,397425.07460739324
1477,270190.8753801661
1478,334250.4340485956
1479,336644.4174605727
1480,450746.5766318573
1481,306083.2983963664
1482,221150.2021583144
1483,179645.4113324955
1484,154478.30796081154
1485,198656.21153025422
1486,195979.73522961978
1487,342472.9734604417
1488,237956.56332160975
1489,212680.62489566836
1490,258843.6736928376
1491,201112.92956147157
1492,100306.87568448414
1493,192646.3843420552
1494,323684.01837756345
1495,298368.6682598138
1496,239108.6078912639
1497,173061.73755397415
1498,149806.86200799374
1499,159831.63663757103
1500,153954.70582239353
1501,171125.08121479512
1502,140435.18580492702
1503,292330.89442781406
1504,251387.6672168465
1505,235655.45149412728
1506,197912.00227889942
1507,243515.5994063695
1508,210059.7015524581
1509,159497.0556911251
1510,148308.4495070288
1511,134327.33156665915
1512,166804.7097987882
1513,161215.839965494
1514,160982.37086311402
1515,207804.19846856035
1516,152994.0725465205
1517,168814.5360916938
1518,118127.33727851824
1519,201045.6802805029
1520,123975.3652067444
1521,124901.44214947429
1522,179855.93935445463
1523,105688.15617750748
1524,117465.28572408215
1525,110460.5718709086
1526,111842.86242554104
1527,111255.0962159948
1528,128490.37335435685
1529,155124.77372404095
1530,195823.985194874
1531,125119.28398177167
1532,105959.71128410834
1533,169588.14680066565
1534,113011.5971798501
1535,142374.8349902518
1536,89835.99338753428
1537,59020.239597200416
1538,168162.56157201796
1539,219538.6084541753
1540,113143.24000315857
1541,150780.86974841333
1542,127738.53209963278
1543,202489.90971176815
1544,98309.23045556224
1545,130395.3023310795
1546,164557.15334774693
1547,139456.7089336547
1548,149094.52565636928
1549,120307.99901244091
1550,151337.9261280473
1551,107053.39228642662
1552,149144.6652429049
1553,152509.5427280265
1554,123252.61012114899
1555,159852.31435692857
1556,88231.6741449819
1557,87016.7193709882
1558,104026.08047369728
1559,57401.576850810205
1560,124754.23112700297
1561,144962.5553191516
1562,133431.0846295032
1563,122363.08035045594
1564,159461.32359307003
1565,144269.46561669663
1566,237451.2680400964
1567,66583.38542280882
1568,227992.81385917473
1569,123827.56803722493
1570,143028.63021555857
1571,75274.49177621875
1572,127988.0120626312
1573,221450.64579138998
1574,127966.94338824204
1575,225531.31203593267
1576,237207.9876832784
1577,186292.5298947252
1578,158592.66617592948
1579,152831.1235393252
1580,203893.03167696134
1581,168069.05558185116
1582,143548.7501507788
1583,270532.64990972215
1584,232801.72667212388
1585,133199.82898617862
1586,53440.46010139864
1587,103782.98946478148
1588,139411.17237643804
1589,99182.4190378401
1590,136581.39628430712
1591,77825.28971159039
1592,127414.61179347511
1593,140541.53487150255
1594,186500.27590981103
1595,111200.01076036936
1596,233241.02465574467
1597,197223.56692341086
1598,230780.26263880124
1599,158146.33893352433
1600,151105.1461475409
1601,56745.58177864924
1602,108045.27502122615
1603,71727.98088121205
1604,237339.64502383536
1605,236904.96912799496
1606,182839.9058130599
1607,171421.3154736677
1608,216309.02148978552
1609,192793.39784675348
1610,148390.21547951805
1611,161507.55593488156
1612,200135.56362821138
1613,176101.99756741547
1614,129987.08354687202
1615,82551.4977624995
1616,65507.47914324922
1617,75664.14635825134
1618,122019.55112724262
1619,156272.730267504
1620,178551.91729564604
1621,124591.63999880163
1622,132856.71477946697
1623,242888.4301973784
1624,201204.23634576728
1625,112024.45362345083
1626,182217.23898891103
1627,186160.89426097134
1628,248905.24805091717
1629,178330.68381262443
1630,339905.57133995136
1631,263455.1747913484
1632,253972.8034813106
1633,179191.0254849887
1634,186063.57623809134
1635,176001.637831953
1636,159640.89785103116
1637,197814.84045706782
1638,196936.6461687492
1639,196900.50245359796
1640,242629.1727872016
1641,174494.02482992772
1642,264231.23769497755
1643,237064.93929737457
1644,241246.21350808302
1645,187394.90200601856
1646,172819.50815783208
1647,163964.23011355358
1648,131206.51108034665
1649,139924.15180703066
1650,114233.7382034891
1651,119731.08188964543
1652,102398.1759597644
1653,108644.10844782472
1654,144081.33701472543
1655,148571.5261726156
1656,137688.37257149117
1657,157298.8280871755
1658,136936.49842395424
1659,128151.57439095713
1660,151101.79609325354
1661,431769.96957961353
1662,407448.34139279206
1663,395409.28400410735
1664,466380.0124000616
1665,366330.3937853754
1666,333867.2881587248
1667,377301.3883675672
1668,379283.42747845105
1669,339279.9560592193
1670,384755.03375792154
1671,274839.84181753546
1672,417772.7936556644
1673,306754.98717587884
1674,262712.44611765933
1675,203340.2911564815
1676,212909.2662597946
1677,229703.93404642097
1678,429357.7006142929
1679,384859.2817186457
1680,361013.63504406926
1681,314335.8230156512
1682,323659.4433914474
1683,201471.91194269923
1684,176130.69262618222
1685,177130.05436175643
1686,164293.6835953663
1687,167385.30302211188
1688,189177.69728838373
1689,198879.86809593532
1690,197080.1332143813
1691,188723.6530697532
1692,272202.3017917345
1693,170764.085396457
1694,186137.9282729167
1695,181895.95593911945
1696,256967.0184987334
1697,191769.36457346706
1698,343065.0483287773
1699,314323.13158614584
1700,277357.9665961743
1701,293185.0079531487
1702,228995.91605671612
1703,233599.9464995053
1704,252991.67732841102
1705,252200.10614641523
1706,254415.89569909207
1707,252183.05548411747
1708,218535.2638145201
1709,261867.80929230526
1710,229055.60277931648
1711,291006.80068827816
1712,263558.19769266737
1713,288506.6766465856
1714,224590.16905589437
1715,224016.51894070418
1716,185115.97987943795
1717,182066.3537948944
1718,151587.3665336558
1719,203604.30330865458
1720,223285.23092753533
1721,156030.54404255794
1722,123126.8343445427
1723,150232.40648627467
1724,214380.31968729687
1725,238933.56928142486
1726,176564.84794882836
1727,160508.9531069767
1728,174183.4891345899
1729,176399.39511058875
1730,165522.66529406153
1731,128836.94729395548
1732,117579.35500584566
1733,108474.37091723515
1734,115845.54792653059
1735,117412.3373320864
1736,111294.79712151806
1737,298198.2335006194
1738,282385.6696211557
1739,252936.59715867392
1740,203729.52493054396
1741,180152.0557904779
1742,169135.11955151125
1743,181776.07264504838
1744,316471.78038679645
1745,233985.0005832453
1746,225832.4375876733
1747,209963.63366008317
1748,227082.0112078255
1749,150272.168838926
1750,123616.1845240189
1751,232172.201433482
1752,112036.11746866116
1753,157450.16993612552
1754,203535.77861557482
1755,173122.88779514714
1756,133738.99640435562
1757,116929.12935614446
1758,149294.4937297164
1759,183191.75834640232
1760,167948.66803656868
1761,156955.24865489977
1762,188249.4482986834
1763,172263.19160339434
1764,114186.69794994034
1765,163717.69611974503
1766,183305.74564929854
1767,216633.03696037992
1768,142653.317553957
1769,169322.1327312563
1770,163652.09939342597
1771,141967.43055667554
1772,152104.15129025
1773,126362.67220831383
1774,151269.32407514192
1775,143767.22818880924
1776,120139.75881627458
1777,109271.05549910036
1778,139492.80337337335
1779,120010.84870082908
1780,160336.38020027324
1781,123988.06574958167
1782,73001.5808290774
1783,158121.49873620248
1784,85788.01439463766
1785,149303.06807553768
1786,104073.73992678663
1787,164527.75412614318
1788,29816.276332741953
1789,109104.86403457308
1790,72485.89124468947
1791,193673.87746230792
1792,155129.03853892547
1793,121495.21761463128
1794,163098.41087833303
1795,129827.42755746935
1796,130799.91159364663
1797,98287.7401907586
1798,131511.58147657325
1799,109257.10111328168
1800,129379.697912712
1801,122601.41123942239
1802,109260.16771281883
1803,151173.0238998219
1804,133121.33388307993
1805,142925.16761353763
1806,129193.5301695622
1807,142928.54096088908
1808,131761.43744171388
1809,129947.24615064415
1810,137977.93652222352
1811,59459.303682893165
1812,101670.1190148649
1813,129407.22030632826
1814,94203.91750189918
1815,50242.05477696797
1816,97847.69539522612
1817,110254.63502973318
1818,174773.9765067587
1819,137618.56359264976
1820,21115.645792851807
1821,77448.61286989367
1822,155254.0805328216
1823,42970.04516188882
1824,148345.6400103881
1825,136727.7622993692
1826,78385.37235691631
1827,108935.32096067863
1828,142024.86919957306
1829,161723.32070691534
1830,161679.14013666078
1831,168968.3891796081
1832,74717.0554739713
1833,153977.41999297496
1834,104492.0518762134
1835,124176.55882946297
1836,138523.73135623103
1837,98134.3687792035
1838,134374.4083064173
1839,109974.9617544089
1840,168237.38810823893
1841,124012.13338369783
1842,91986.44887550524
1843,129212.9812839356
1844,137425.34464536863
1845,145845.50839426543
1846,160316.57686740672
1847,191374.79817432305
1848,28167.86965184321
1849,113145.49858282646
1850,121085.63462211064
1851,155527.99740041606
1852,136758.38817977102
1853,96581.49988084415
1854,163519.47370322666
1855,157563.05317947827
1856,225129.21971613588
1857,146627.55324845167
1858,147981.8094316366
1859,126993.08936816617
1860,157953.67227727128
1861,132707.9922211751
1862,335968.2876142622
1863,317016.148846562
1864,317095.6798144588
1865,354537.9761960965
1866,342924.53160043666
1867,224910.1369938599
1868,288992.60877519334
1869,210243.59509841911
1870,221733.598162357
1871,260618.58683715668
1872,183616.3500459753
1873,227288.52699614433
1874,162569.75072412658
1875,192301.98405781633
1876,211462.22071345337
1877,211927.42530158604
1878,202698.1330522308
1879,124330.73071496375
1880,153516.13788079505
1881,236414.91309642815
1882,241896.1639035549
1883,198264.34046187554
1884,213696.14484934136
1885,221747.90704750968
1886,278258.7655169737
1887,213754.7079115836
1888,244878.69006562722
1889,176828.05778347026
1890,104098.49805736309
1891,86271.49261288787
1892,95193.23803675966
1893,134850.88988488214
1894,130199.35328478075
1895,141292.75902585906
1896,120463.55327690463
1897,101331.57723390567
1898,109892.92457039375
1899,160832.89677418652
1900,155785.65651257732
1901,190612.0216224984
1902,162654.96187000256
1903,230050.91491326923
1904,170638.38937254122
1905,214370.5194744434
1906,180350.0003599642
1907,216338.43237460672
1908,102907.91278403287
1909,115267.48130051082
1910,115684.15566021763
1911,242120.59401171096
1912,342590.4462435774
1913,170766.7734850957
1914,62610.14675926475
1915,305929.76196946437
1916,58108.42504742392
1917,224840.8555483832
1918,157426.73758897744
1919,190316.56140015344
1920,177219.90690762654
1921,352726.3845687576
1922,320017.3622472137
1923,226948.42422750825
1924,226624.9522244311
1925,207875.50360308494
1926,354845.18229885795
1927,128575.46286691341
1928,161122.72056526097
1929,136273.3958596473
1930,132633.523177551
1931,132225.8399123454
1932,123754.70795797592
1933,165981.32847563433
1934,183507.04827824142
1935,165065.56284820405
1936,176533.39176633256
1937,177993.05883094564
1938,171035.70662955043
1939,309472.1514247712
1940,208607.12000807154
1941,177027.42386636022
1942,178197.89117482398
1943,224411.98640698323
1944,387046.2539843919
1945,408383.2390126283
1946,175283.6229787398
1947,224661.42483893526
1948,194978.86771226744
1949,241262.12326857017
1950,187060.18532954052
1951,245777.97700059856
1952,216205.74640931026
1953,171047.73223516962
1954,195927.2261838169
1955,127318.21058421046
1956,301911.1634814651
1957,169480.3152097779
1958,254084.5376200067
1959,140358.2855731002
1960,99473.8369344353
1961,123318.17524433788
1962,103119.24822141824
1963,98908.69039151736
1964,100017.8947507554
1965,130844.77861102251
1966,140984.53232775233
1967,319505.35176995606
1968,400576.5192652233
1969,392812.4136436735
1970,397108.01819583424
1971,421395.68846435286
1972,373499.2391690698
1973,298109.9147836813
1974,363184.80742131965
1975,549127.832383764
1976,283714.390904214
1977,361186.8620464818
1978,351057.31153995707
1979,341469.52498209197
1980,216559.1874203002
1981,368505.68736672145
1982,230138.38583554095
1983,218183.35381760704
1984,175844.33752946008
1985,202112.5025985986
1986,207279.63910914632
1987,184467.5480738968
1988,178284.76044546207
1989,194367.96078869305
